Name,Num Worth in Billions,Age,Gender,Source,Country of Citizenship
Siegfried Meister,$3.90 ,77,Male,appliances,Germany
Erich Kellerhals,$3.30 ,77,Male,electronics retailer,Germany
Samuel Tak Lee,$2.90 ,77,Male,real estate,Hong Kong
Martin Naughton,$1.80 ,77,Male,heating equipment,Ireland
Giuseppe De'Longhi,$3.60 ,77,Male,coffee makers,Italy
Luigi Cremonini,$1.60 ,77,Male,meat processing,Italy
Lee Shin Cheng,$4.80 ,77,Male,"palm oil, real estate",Malaysia
Vito Rodriguez Rodriguez,$1.10 ,77,Male,processed milk,Peru
Ion Tiriac,$1.10 ,77,Male,"banking, insurance",Romania
Valentin Gapontsev,$1.10 ,77,Male,lasers,Russia
"Karl Scheufele, III.",$1.60 ,77,Male,jewelry,Switzerland
Dhanin Chearavanont,$9 ,77,Male,diversified,Thailand
Kenneth Lo,$1.60 ,77,Male,Textiles,United Kingdom
"Herbert Kohler, Jr.",$8.70 ,77,Male,plumbing fixtures,United States
John A. Sobrato,$5.80 ,77,Male,real estate,United States
"Edward Roski, Jr.",$4.90 ,77,Male,real estate,United States
Lynn Schusterman,$3.10 ,77,Male,"oil & gas, investments",United States
Richard Peery,$2.30 ,77,Male,real estate,United States
Ted Turner,$2.20 ,77,Male,cable television,United States
Jean-Claude Decaux,$6.10 ,78,Male,advertising,France
Alain Merieux,$3.90 ,78,Male,pharmaceuticals,France
Charles Edelstenne,$1.40 ,78,Male,aviation,France
Dieter Schaub,$1.50 ,78,Male,media,Germany
Bruno Steinhoff,$1.20 ,78,Male,furniture,Germany
Desh Bandhu Gupta,$5 ,78,Male,pharmaceuticals,India
Rahul Bajaj,$3.30 ,78,Male,motorcycles,India
Soegiarto Adikoesoemo,$1.20 ,78,Male,chemicals,Indonesia
Masahiro Noda,$1.20 ,78,Male,software,Japan
Ananda Krishnan,$7.40 ,78,Male,telecom,Malaysia
Antonio Del Valle Ruiz,$2.90 ,78,Male,chemicals,Mexico
Hans Melchers,$2.70 ,78,Male,"chemicals, investments",Netherlands
Belmiro de Azevedo,$1.40 ,78,Male,retail,Portugal
Allan Gray,$2 ,78,Male,money management,South Africa
Chung Mong-Koo,$4.90 ,78,Male,motor vehicles,South Korea
Cho Yang-Rai,$1.10 ,78,Male,tire manufacturing,South Korea
Miguel Fluxa Rossello,$2.10 ,78,Male,hotels,Spain
Gustaf Douglas,$5.90 ,78,Male,security,Sweden
Sefik Yilmaz Dizdar,$1.30 ,78,Male,Fashion and Retail,Turkey
Laurence Graff,$4.60 ,78,Male,diamond jewelry,United Kingdom
Phil Knight,$24 ,78,Male,Nike,United States
James Simons,$16.50 ,78,Male,hedge funds,United States
Charles Butt & family,$10.70 ,78,Male,supermarkets,United States
"Thomas Frist, Jr.",$7.90 ,78,Male,health care,United States
Leandro Rizzuto,$5.10 ,78,Male,consumer products,United States
Leonard Stern,$4.10 ,78,Male,real estate,United States
Neil Bluhm,$3.20 ,78,Male,real estate,United States
"Wilbur Ross, Jr.",$2.90 ,78,Male,investments,United States
James Leprino,$2.90 ,78,Male,cheese,United States
H. Wayne Huizenga,$2.60 ,78,Male,investments,United States
David Walentas,$2 ,78,Male,real estate,United States
Stewart Horejsi,$1.40 ,78,Male,Berkshire Hathaway,United States
Martin Selig,$1.10 ,78,Male,real estate,United States
Lindsay Fox,$3.30 ,79,Male,logistics/real estate,Australia
Abilio dos Santos Diniz,$3.80 ,79,Male,retail,Brazil
Emanuele (Lino) Saputo,$5.30 ,79,Male,cheese,Canada
Clayton Riddell,$1.20 ,79,Male,oil & gas,Canada
Jacques Saade,$1.70 ,79,Male,shipping,France
Daniel Roullier,$1.30 ,79,Male,animal feed,France
Klaus-Michael Kuehne,$10.80 ,79,Male,shipping,Germany
Tung Chee Hwa,$1.20 ,79,Male,shipping,Hong Kong
Vivek Chand Burman,$1.70 ,79,Male,consumer goods,India
Silvio Berlusconi,$6.30 ,79,Male,media,Italy
Gian Marco Moratti,$1.30 ,79,Male,oil refinery,Italy
Paolo Bulgari,$1.30 ,79,Male,luxury goods,Italy
Charles Cadogan & family,$7.20 ,79,Male,real estate,United Kingdom
Joe Lewis,$5.30 ,79,Male,investments,United Kingdom
Stephen Rubin,$1.90 ,79,Male,sports apparel,United Kingdom
Leonard Lauder,$9 ,79,Male,Estee Lauder,United States
Les Wexner,$6.90 ,79,Male,retail,United States
Charles Schwab,$6.50 ,79,Male,discount brokerage,United States
Phillip Frost,$4.10 ,79,Male,pharmaceuticals,United States
Robert McNair,$3.50 ,79,Male,"energy, sports",United States
"Amos Hostetter, Jr.",$3.10 ,79,Male,cable television,United States
Mortimer Zuckerman,$2.70 ,79,Male,"real estate, media",United States
Patrick Ryan,$2.40 ,79,Male,insurance,United States
George Bishop,$2.40 ,79,Male,oil & gas,United States
John Arrillaga,$2.30 ,79,Male,real estate,United States
George Argyros,$2.10 ,79,Male,"real estate, investments",United States
Roger Penske,$1.50 ,79,Male,cars,United States
Gary Burrell,$1.10 ,79,Male,navigation equipment,United States
Thomas Bailey,$1.10 ,79,Male,money management,United States
Julio Bozano,$1.70 ,80,Male,banking,Brazil
Ruan Shuilong,$1.30 ,80,Male,chemicals,China
Francois Pinault,$13.20 ,80,Male,retail,France
Ronald McAulay,$3.10 ,80,Male,energy,Hong Kong
Yusuf Hamied,$1.50 ,80,Male,pharmaceuticals,India
Gustavo Denegri,$1.70 ,80,Male,medical tests,Italy
Akira Mori,$5.10 ,80,Male,real estate,Japan
Amancio Ortega,$76.90 ,80,Male,Zara,Spain
Jaime Botin,$1.70 ,80,Male,banking,Spain
Lin Yu-lin,$5.30 ,80,Male,real estate,Taiwan
Chen Yung-Tai,$1.70 ,80,Male,real estate,Taiwan
Bruce Cheng,$1.30 ,80,Male,electronics,Taiwan
Sevket Sabanci,$1.10 ,80,Male,diversified,Turkey
Charles Koch,$42.10 ,80,Male,diversified,United States
John Mars,$26.20 ,80,Male,candy,United States
Carl Icahn,$15.60 ,80,Male,investments,United States
Donald Sterling,$3.30 ,80,Male,real estate,United States
George Lindemann,$3.20 ,80,Male,investments,United States
Kenneth Langone,$2.80 ,80,Male,investments,United States
"Drayton McLane, Jr.",$1.90 ,80,Male,"Wal-Mart, logistics",United States
T. Denny Sanford,$1.80 ,80,Male,"banking, credit cards",United States
Jerry Reinsdorf,$1.40 ,80,Male,sports teams,United States
Edmund Ansin,$1.20 ,80,Male,television,United States
Gregorio Perez Companc,$1.50 ,81,Male,oil and gas,Argentina
Horst Paulmann,$5.30 ,81,Male,retail,Chile
Xu Chuanhua,$5.80 ,81,Male,chemicals,China
Wu Zhigang,$2.20 ,81,Male,food,China
Philippe Foriel-Destezet,$2.50 ,81,Male,employment agency,France
Pierre Papillaud,$1.30 ,81,Male,water,France
Reinhold Wuerth,$9.40 ,81,Male,fasteners,Germany
Albert Berner,$1.20 ,81,Male,fasteners,Germany
Gordon Wu,$1 ,81,Male,real estate,Hong Kong
Kishore Mariwala,$1.60 ,81,Male,consumer goods,India
Leonardo Del Vecchio,$16.30 ,81,Male,eyeglasses,Italy
Luciano Benetton,$2.80 ,81,Male,"clothing, investments",Italy
Lau Cho Kun,$1.60 ,81,Male,palm oil/real estate,Malaysia
Tiong Hiew King,$1 ,81,Male,timber/media,Malaysia
Alexandre Soares dos Santos,$2.50 ,81,Male,retail,Portugal
Gabriel Escarrer,$1.70 ,81,Male,hotels,Spain
Hansjoerg Wyss,$6.10 ,81,Male,medical devices,Switzerland
Sumet Jiaravanon,$2.80 ,81,Male,Diversified,Thailand
Herbert Simon,$3 ,81,Male,real estate,United States
Phillip Ruffin,$2.50 ,81,Male,"casinos, real estate",United States
John Gandel,$3.70 ,82,Male,shopping malls,Australia
Heinz-Georg Baus,$3.90 ,82,Male,home improvement stores,Germany
Josef Boquoi,$1.50 ,82,Male,frozen foods,Germany
Tang Yiu,$2.30 ,82,Male,retailing,Hong Kong
Hasmukh Chudgar,$1.80 ,82,Male,pharmaceuticals,India
Giorgio Armani,$6.20 ,82,Male,Armani,Italy
Ralph Sonnenberg,$2 ,82,Male,blinds,Netherlands
Lucio Tan,$4.50 ,82,Male,diversified,Philippines
Americo Amorim,$4.70 ,82,Male,"energy, investments",Portugal
Jose Llado Fernandez-Urrutia,$1.20 ,82,Male,construction,Spain
David & Frederick Barclay,$5.20 ,82,Male,"media, retail",United Kingdom
Dennis Washington,$5.90 ,82,Male,"construction, mining",United States
Ira Rennert,$3.90 ,82,Male,investments,United States
John Brown,$2.40 ,82,Male,medical equipment,United States
Gordon Getty,$2.10 ,82,Male,Getty Oil,United States
Irwin Jacobs,$1.40 ,82,Male,semiconductors,United States
Bruce Nordstrom,$1.20 ,82,Male,department stores,United States
Eduardo Eurnekian,$2.20 ,83,Male,"airports, investments",Argentina
Harry Triguboff,$9.20 ,83,Male,property,Australia
Luis Carlos Sarmiento,$11.30 ,83,Male,banking,Colombia
Erivan Haub,$2.60 ,83,Male,retail,Germany
Othman Benjelloun,$2 ,83,Male,"banking, insurance",Morocco
Frits Goldschmeding,$3.80 ,83,Male,temp agency,Netherlands
George Ty,$4.20 ,83,Male,banking,Philippines
Prasert Prasarttong-Osoth,$3.10 ,83,Male,hospitals,Thailand
Bruno Schroder,$4.70 ,83,Male,banking,United Kingdom
Robert Miller,$2.30 ,83,Male,retail,United Kingdom
Sheldon Adelson,$31.80 ,83,Male,casinos,United States
Eli Broad,$7.50 ,83,Male,investments,United States
Charles Johnson,$5 ,83,Male,money management,United States
B. Wayne Hughes,$2.70 ,83,Male,self storage,United States
Stanley Hubbard,$2.20 ,83,Male,DirecTV,United States
Forrest Preston,$1.40 ,83,Male,health care,United States
Sanford Weill,$1.10 ,83,Male,Citigroup,United States
Ermirio Pereira de Moraes,$1.60 ,84,Male,diversified,Brazil
Frank Stronach,$1.40 ,84,Male,auto parts,Canada
Hal Jackman,$1.30 ,84,Male,"insurance, investments",Canada
Clement Fayat,$2 ,84,Male,construction,France
Michel Chalhoub,$1.80 ,84,Male,retail,France
Erwin Franz Mueller,$3.10 ,84,Male,drug stores,Germany
Juan-Miguel Villar Mir,$3 ,84,Male,construction,Spain
Nathan Kirsh,$4 ,84,Male,"retail, real estate",Swaziland
Vanich Chaiyawan,$4.40 ,84,Male,"insurance, beverages",Thailand
Donald Bren,$15.20 ,84,Male,real estate,United States
"Julian Robertson, Jr.",$3.60 ,84,Male,hedge funds,United States
"Bernard Saul, II.",$3.30 ,84,Male,"banking, real estate",United States
"Clemmie Spangler, Jr.",$3.20 ,84,Male,investments,United States
Randall Rollins,$2.70 ,84,Male,pest control,United States
Johnelle Hunt,$2.30 ,84,Male,trucking,United States
Norman Braman,$1.70 ,84,Male,"art, car dealerships",United States
John Edson,$1.30 ,84,Male,leisure craft,United States
Frank Lowy,$5.30 ,85,Male,shopping malls,Australia
Charles Bronfman,$2.30 ,85,Male,liquor,Canada
Ronald Joyce,$1.30 ,85,Male,restaurants,Canada
Benu Gopal Bangur,$5.70 ,85,Male,cement,India
Kushal Pal Singh,$4.50 ,85,Male,real estate,India
Lachhman Das Mittal,$1.70 ,85,Male,tractors,India
Ciputra,$1.70 ,85,Male,real estate,Indonesia
Keiichiro Takahara,$4.70 ,85,Male,diapers,Japan
Han Chang-Woo,$4 ,85,Male,pachinko parlors,Japan
Alberto Bailleres Gonzalez,$10.20 ,85,Male,mining,Mexico
Montri Jiaravanont,$2.80 ,85,Male,diversified,Thailand
Mustafa Rahmi Koc,$2.30 ,85,Male,diversified,Turkey
Bernard Ecclestone,$3 ,85,Male,Formula One,United Kingdom
Rupert Murdoch,$11.10 ,85,Male,media,United States
"Walter Scott, Jr.",$3.80 ,85,Male,"utilities, telecom",United States
A. Jerrold Perenchio,$2.70 ,85,Male,"television, Univision",United States
Peter Buck,$2.40 ,85,Male,Subway sandwich shops,United States
David Hains,$2 ,86,Male,finance,Australia
Nevaldo Rocha & family,$1.20 ,86,Male,retail,Brazil
Arthur Irving,$5.20 ,86,Male,oil,Canada
Carlos Ardila Lulle,$1.90 ,86,Male,"soft drinks, diversified",Colombia
Pierre Bellon,$5.20 ,86,Male,food services,France
August von Finck,$8 ,86,Male,investments,Germany
Lo Siu-tong,$1 ,86,Male,"real estate, hotels",Hong Kong
Teh Hong Piow,$4.90 ,86,Male,banking,Malaysia
Yeoh Tiong Lay,$2.50 ,86,Male,"construction, real estate",Malaysia
Arne Wilhelmsen,$2.10 ,86,Male,cruise ships,Norway
Jaran Chiaravanont,$2.80 ,86,Male,Diversified,Thailand
Sarik Tara,$2.20 ,86,Male,construction,Turkey
Warren Buffett,$65.50 ,86,Male,Berkshire Hathaway,United States
George Soros,$24.90 ,86,Male,hedge funds,United States
Donald Newhouse,$10.50 ,86,Male,media,United States
"Edward Johnson, III.",$7.10 ,86,Male,money management,United States
Bruce Halle,$6.30 ,86,Male,tires,United States
"H. Ross Perot, Sr.",$3.90 ,86,Male,"computer services, real estate",United States
Alan Gerry,$1.40 ,86,Male,cable television,United States
Jim Pattison,$4.80 ,87,Male,diversified,Canada
Mohamed Al Fayed,$1.80 ,87,Male,"retail, investments",Egypt
Lui Che Woo,$9.70 ,87,Male,casinos,Hong Kong
Lee Man Tat,$1.90 ,87,Male,food,Hong Kong
Devendra Jain,$1.50 ,87,Male,chemicals,India
Mochtar Riady,$2.20 ,87,Male,diversified,Indonesia
Pallonji Mistry,$13.70 ,87,Male,construction,Ireland
Wee Cho Yaw,$4.80 ,87,Male,banking,Singapore
Gordon Moore,$7.20 ,87,Male,Intel,United States
Michael & Marian Ilitch,$5.80 ,87,Male,pizza,United States
Whitney MacMillan,$5.30 ,87,Male,Cargill,United States
Bernard Marcus,$3.60 ,87,Male,Home Depot,United States
Archie Aldis Emmerson,$3.50 ,87,Male,"timberland, lumber mills",United States
W. Herbert Hunt,$1.90 ,87,Male,oil,United States
Fayez Sarofim,$1.50 ,87,Male,money management,United States
James Irving,$7 ,88,Male,diversified,Canada
Li Ka-shing,$31.90 ,88,Male,diversified,Hong Kong
Lee Shau Kee,$24.50 ,88,Male,real estate,Hong Kong
Luigi Rovati,$2 ,88,Male,pharmaceuticals,Italy
Shoji Uehara,$1.20 ,88,Male,pharmaceuticals,Japan
Sergio Mantegazza,$2.80 ,88,Male,travel,Switzerland
Suhon Lin,$1.50 ,88,Male,petrochemicals,Taiwan
Tseng Shin-Yi,$1.50 ,88,Male,petrochemicals,Taiwan
"Samuel Newhouse, Jr.",$10.50 ,88,Male,media,United States
Sheldon Solow,$4.40 ,88,Male,real estate,United States
Herbert Louis,$3.20 ,88,Male,cleaning products,United States
Sanford Diller,$1.70 ,88,Male,real estate,United States
Billy Joe (Red) McCombs,$1.60 ,88,Male,"real estate, oil, cars",United States
Sidney Kimmel,$1.30 ,88,Male,retail,United States
Alberto Roemmers,$1.10 ,89,Male,pharmaceuticals,Argentina
Jean Coutu,$1.80 ,89,Male,pharmacies,Canada
Pierre Castel & family,$10 ,89,Male,wine,France
Goh Cheng Liang,$6.30 ,89,Male,paints,Singapore
Charles Dolan,$4.50 ,89,Male,cable television,United States
Tom Benson,$2.50 ,89,Male,New Orleans Saints,United States
Manuel Moroun,$1.50 ,89,Male,transportation,United States
Wilma Tisch,$1.30 ,89,Male,diversified,United States
Albert Frere,$4.90 ,90,Male,investments,Belgium
Curt Engelhorn,$6.20 ,90,Male,pharmaceuticals,Germany
Harjo Sutanto,$1.10 ,90,Male,consumer goods,Indonesia
Stef Wertheimer,$5.60 ,90,Male,metalworking tools,Israel
Bernardo Caprotti,$2.50 ,90,Male,grocery stores,Italy
Nobutoshi Shimamura,$1.30 ,90,Male,retail,Japan
Jeronimo Arango,$4.30 ,90,Male,retail,Mexico
Gjert Wilhelmsen,$1.10 ,90,Male,cruise ships,Norway
"John Gokongwei, Jr.",$6 ,90,Male,diversified,Philippines
Hans Rausing,$12.50 ,90,Male,packaging,Sweden
Luo Jye,$3.70 ,90,Male,tires,Taiwan
Richard DeVos,$5.40 ,90,Male,Amway,United States
Ted Lerner,$5.30 ,90,Male,real estate,United States
Peter Peterson,$2 ,90,Male,investments,United States
David Gottesman,$1.60 ,90,Male,investments,United States
Maurice Alter,$1.60 ,91,Male,real estate,Australia
Stephen Jarislowsky,$1.30 ,91,Male,money management,Canada
Serge Dassault,$16.30 ,91,Male,aviation,France
Cheng Yu-tung,$16.60 ,91,Male,diversified,Hong Kong
Fong Yun Wah,$2.30 ,91,Male,real estate,Hong Kong
Kunio Busujima,$3.20 ,91,Male,pachinko machines,Japan
Henry Sy,$13 ,91,Male,SM Investments Corporation,Philippines
Mohammed Al Issa,$2.30 ,91,Male,investments,Saudi Arabia
"Stephen Bechtel, Jr.",$2.50 ,91,Male,"engineering, construction",United States
Karl-Heinz Kipp,$5.10 ,92,Male,retail,Germany
Masatoshi Ito,$3.90 ,92,Male,retail,Japan
Robert Kuok,$11.20 ,92,Male,palm oil/shipping/real estate,Malaysia
Saif Al Ghurair,$2 ,92,Male,diversified,United Arab Emirates
Alexander Spanos,$2.40 ,92,Male,real estate,United States
S. Daniel Abraham,$2 ,92,Male,Slim-Fast,United States
Charles Munger,$1.30 ,92,Male,Berkshire Hathaway,United States
Stanley Perron,$1.70 ,93,Male,"property, retail",Australia
Liliane Bettencourt,$39.20 ,93,Male,L'Oreal,France
Tang Hsiang-chien,$1.30 ,93,Male,"textiles, electronics",Hong Kong
Sumner Redstone,$4.70 ,93,Male,Media,United States
David Murdock,$2.60 ,93,Male,"Dole, real estate",United States
Dean White,$2.50 ,93,Male,"billboards, hotels",United States
David Consunji,$2.90 ,94,Male,construction,Philippines
Aloysio de Andrade Faria,$2.30 ,95,Male,banking,Brazil
George Joseph,$1.50 ,95,Male,insurance,United States
Henry Hillman,$2.50 ,97,Male,investments,United States
C.F. Chan,$1.30 ,98,Male,hotels,Hong Kong
Chang Yun Chung,$1.70 ,98,Male,shipping,Singapore
"David Rockefeller, Sr.",$3.20 ,101,Male,"oil, banking",United States
Carlos and Alejandro Bulgheroni,$4.80 ,-,Male,oil and gas,Argentina
Maurizio Billi,$1.10 ,-,Male,Generic drugs,Brazil
Lu Di,$1.30 ,-,Male,drones,China
Huang Chulong,$1.20 ,-,Male,real estate,China
Swift Xie,$1.10 ,-,Male,drones,China
Li Yong,$1.10 ,-,Male,chemicals,China
Lu Feng,$1 ,-,Male,financial information,China
Martin & Olivier Bouygues,$3.40 ,-,Male,"construction, media",France
Beate Heister & Karl Albrecht Jr.,$27.20 ,-,Male,supermarkets,Germany
Udo & Harald Tschira,$10.70 ,-,Male,Software,Germany
Guenther Lehmann,$3.10 ,-,Male,drug stores,Germany
Michael & Reiner Schmidt-Ruthenbeck,$2.60 ,-,Male,retail,Germany
Herman Langness,$2.30 ,-,Male,food wholesale and retail,Germany
Fritz Draexlmaier,$2 ,-,Male,auto parts,Germany
Klaus-Peter Schulenberg,$1.70 ,-,Male,ticketing service,Germany
Thomas & Raymond Kwok,$18.10 ,-,Male,real estate,Hong Kong
Yeung Kin-man,$3.10 ,-,Male,electronics,Hong Kong
Lam Wai Ying,$3 ,-,Male,Electronics,Hong Kong
Shashi & Ravi Ruia,$5.70 ,-,Male,diversified,India
Sudhir & Samir Mehta,$3.80 ,-,Male,diversified,India
Kuldip Singh & Gurbachan Singh Dhingra,$3.70 ,-,Male,paints,India
Kapil & Rahul Bhatia,$3.40 ,-,Male,Airlines,India
Malvinder & Shivinder Singh,$1.40 ,-,Male,healthcare,India
Augusto & Giorgio Perfetti,$6.20 ,-,Male,candy,Italy
Paolo & Gianfelice Mario Rocca,$3.70 ,-,Male,pipe manufacturing,Italy
Alberto Prada,$1.10 ,-,Male,Prada,Italy
Jose and Francisco Jose Calderon Rojas,$2.10 ,-,Male,beverages,Mexico
Abdullah Al Rajhi,$1.50 ,-,Male,banking,Saudi Arabia
Robert & Philip Ng,$8.40 ,-,Male,real estate,Singapore
Willi & Isolde Liebherr,$5 ,-,Male,construction,Switzerland
Daniel Tsai & family,$8.20 ,-,Male,finance,Taiwan
T.Y. Tsai,$2.10 ,-,Male,finance,Taiwan
Scott Lin,$2 ,-,Male,optical components,Taiwan
Tsai Cheng-da,$1.70 ,-,Male,finance,Taiwan
Kiat Chiaravanont,$1.30 ,-,Male,food,Thailand
Majid Al Futtaim,$6.10 ,-,Male,"real estate, retail",United Arab Emirates
Abdulla bin Ahmad Al Ghurair,$4.90 ,-,Male,diversified,United Arab Emirates
Abdulla Al Futtaim,$3.10 ,-,Male,"auto dealers, investments",United Arab Emirates
Hinduja family,$14.80 ,-,Male,Hinduja Group,United Kingdom
Ian & Richard Livingstone,$4.30 ,-,Male,real estate,United Kingdom
Mary & Douglas Perkins,$1.30 ,-,Male,retail,United Kingdom
Hank & Doug Meijer,$6.80 ,-,Male,supermarkets,United States
